species,speciesno,trayplacement,assignedrandomsamples,block,soil,trtno,newno,rep,treatment,feedstock,temperature,plantednumber,harvest live,percentemerged,aspercent,harvesttotalliveanddead,shootdw,shootdwplant,log10 shootdwplant,pH,EC,log10 EC,P,log10 P,Extra comments 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,122,74,bottom,Coxville,8,8,2,PC-500,PC,500,25,22,88,1.217054721,22,0.061,0.002772727,-2.557092846,5.33,184,2.264817823,14.043925,1.147488501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,120,41,bottom,Coxville,9,9,2,PL-500,PL,500,25,18,72,1.0131975,18,0.0668,0.003711111,-2.430496043,5.91,579,2.762678564,43.97473,1.643203182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,131,33,bottom,Coxville,10,10,2,SS-500,SS,500,25,22,88,1.217054721,22,0.0926,0.004209091,-2.375811694,5.81,354,2.549003262,62.03155,1.792612633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,117,40,bottom,Coxville,11,11,2,SG-500,SG,500,25,18,72,1.0131975,18,0.0603,0.00335,-2.474955193,6.03,272,2.434568904,13.085635,1.116794802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,123,30,bottom,Coxville,12,12,2,55-500,55,500,25,20,80,1.107148718,20,0.0694,0.00347,-2.459670525,5.62,400,2.602059991,27.57569,1.440526388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,93,4,bottom,Coxville,13,13,2,82-500,82,500,25,21,84,1.159279481,21,0.0681,0.003242857,-2.489072183,5.55,210,2.322219295,16.10874,1.207061572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,136,25,bottom,Coxville,14,14,2,PC-700,PC,700,25,23,92,1.284039775,23,0.079,0.003434783,-2.464100745,5.38,164,2.214843848,11.834695,1.07315707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,98,17,bottom,Coxville,15,15,2,PL-700,PL,700,25,21,84,1.159279481,21,0.0847,0.004033333,-2.394335884,5.96,540,2.73239376,37.270475,1.571364928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,134,15,bottom,Coxville,16,16,2,SS-700,SS,700,25,20,80,1.107148718,20,0.058,0.0029,-2.537602002,5.68,362,2.558708571,57.86175,1.762391565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,114,24,bottom,Coxville,17,17,2,SG-700,SG,700,25,19,76,1.058823639,19,0.0685,0.003605263,-2.443063029,5.42,213,2.328379603,12.251675,1.088195468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,125,9,bottom,Coxville,18,18,2,55-700,55,700,25,16,64,0.927295218,17,0.0862,0.005070588,-2.294941656,5.75,325,2.511883361,27.15871,1.433909138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,141,67,bottom,Coxville,19,19,2,82-700,82,700,25,19,76,1.058823639,19,0.0604,0.003178947,-2.497716662,5.5,203,2.307496038,14.6354,1.165404597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,146,56,bottom,Norfolk,1,20,2,Control,,,25,20,80,1.107148718,20,0.063,0.00315,-2.501689446,6.31,134,2.127104798,2.327984,0.366979991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,144,24,bottom,Norfolk,2,21,2,PC-350,PC,350,25,20,80,1.107148718,21,0.0796,0.003790476,-2.421306227,5.73,150,2.176091259,3.336502,0.52329139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,121,72,bottom,Norfolk,3,22,2,PL-350,PL,350,25,19,76,1.058823639,19,0.0712,0.003747368,-2.426273607,6.7,501,2.699837726,26.15023,1.417475513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,113,61,bottom,Norfolk,4,23,2,SS-350,SS,350,25,22,88,1.217054721,23,0.1068,0.004643478,-2.333156583,6.54,263,2.419955748,37.26451,1.571295415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,109,35,bottom,Norfolk,5,24,2,SG-350,SG,350,25,19,76,1.058823639,19,0.0668,0.003515789,-2.453977138,6.33,167,2.222716471,3.274756,0.515178947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,105,69,bottom,Norfolk,6,25,2,55-350,55,350,25,21,84,1.159279481,21,0.0704,0.003352381,-2.474646636,6.47,257,2.409933123,16.16796,1.208655226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,132,51,bottom,Norfolk,7,26,2,82-350,82,350,25,24,96,1.369438406,24,0.0849,0.0035375,-2.451303551,6.37,158,2.198657087,5.868088,0.768496618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,149,73,bottom,Norfolk,8,27,2,PC-500,PC,500,25,20,80,1.107148718,20,0.0663,0.003315,-2.479516467,6.48,151,2.178976947,3.068936,0.486987832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,124,74,bottom,Norfolk,9,28,2,PL-500,PL,500,25,21,84,1.159279481,21,0.08,0.003809524,-2.419129308,6.79,468,2.670245853,35.00049,1.544074124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,152,22,bottom,Norfolk,10,29,2,SS-500,SS,500,25,21,84,1.159279481,21,0.0739,0.003519048,-2.453574856,6.79,346,2.539076099,58.178,1.764758787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,89,11,bottom,Norfolk,11,30,2,SG-500,SG,500,25,22,88,1.217054721,22,0.0658,0.002990909,-2.524196787,6.3,155,2.190331698,2.60498,0.415804393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,130,13,bottom,Norfolk,12,31,2,55-500,55,500,25,21,84,1.159279481,21,0.066,0.003142857,-2.502675359,6.5,203,2.307496038,17.76175,1.249485753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,118,8,bottom,Norfolk,13,32,2,82-500,82,500,25,22,88,1.217054721,22,0.0796,0.003618182,-2.441509613,6.18,154,2.187520721,7.30064,0.863360934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,108,59,bottom,Norfolk,14,33,2,PC-700,PC,700,25,23,92,1.284039775,23,0.0731,0.003178261,-2.497810459,6.85,93,1.968482949,3.14045,0.496991883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,95,70,bottom,Norfolk,15,34,2,PL-700,PL,700,25,18,72,1.0131975,18,0.0718,0.003988889,-2.399148061,7.74,699,2.844477176,30.1688,1.479558036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,147,27,bottom,Norfolk,16,35,2,SS-700,SS,700,25,21,84,1.159279481,21,0.0703,0.003347619,-2.47526397,6.64,233,2.367355921,53.44115,1.727875795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,138,29,bottom,Norfolk,17,36,2,SG-700,SG,700,25,18,72,1.0131975,21,0.0892,0.004247619,-2.37185444,6.38,128,2.10720997,3.46997,0.54032572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,106,47,bottom,Norfolk,18,37,2,55-700,55,700,25,21,84,1.159279481,21,0.0691,0.003290476,-2.482741247,6.9,263,2.419955748,18.482575,1.266762477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,148,9,bottom,Norfolk,19,38,2,82-700,82,700,25,19,76,1.058823639,19,0.0663,0.003489474,-2.457240073,6.65,188,2.274157849,6.003155,0.778379557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,46,10,top,Coxville,1,1,1,Control,,,25,20,80,1.107148718,21,0.0761,0.00362381,-2.440834638,5.35,199,2.298853076,12.70681,1.104036536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,14,70,top,Coxville,2,2,1,PC-350,PC,350,25,19,76,1.058823639,20,0.0579,0.002895,-2.538351432,5.12,231,2.36361198,13.838215,1.141080074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,67,64,top,Coxville,3,3,1,PL-350,PL,350,25,21,84,1.159279481,21,0.0705,0.003357143,-2.474030178,5.85,512,2.709269961,37.494865,1.573971794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,20,48,top,Coxville,4,4,1,SS-350,SS,350,25,14,56,0.845543105,15,0.0396,0.00264,-2.578396073,5.69,381,2.580924976,52.61455,1.72110586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,50,59,top,Coxville,5,5,1,SG-350,SG,350,25,20,80,1.107148718,20,0.0586,0.00293,-2.53313238,5.25,245,2.389166084,12.70681,1.104036536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,10,21,top,Coxville,6,6,1,55-350,55,350,25,22,88,1.217054721,22,0.0873,0.003968182,-2.401408437,5.66,240,2.380211242,25.152265,1.4005771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,22,55,top,Coxville,7,7,1,82-350,82,350,25,23,92,1.284039775,23,0.0884,0.003843478,-2.415275571,5.56,201,2.303196057,15.895315,1.201269139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,4,52,top,Coxville,8,8,1,PC-500,PC,500,25,20,80,1.107148718,20,0.0575,0.002875,-2.541362151,5.4,173,2.238046103,13.426795,1.127972358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,6,71,top,Coxville,9,9,1,PL-500,PL,500,25,20,80,1.107148718,20,0.0813,0.004065,-2.39093945,5.86,604,2.781036939,43.871875,1.642186196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,40,3,top,Coxville,10,10,1,SS-500,SS,500,25,18,72,1.0131975,18,0.0645,0.003583333,-2.44571279,5.85,340,2.531478917,59.73816,1.776251842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,16,34,top,Coxville,11,11,1,SG-500,SG,500,25,23,92,1.284039775,23,0.067,0.002913043,-2.535653033,5.19,208,2.318063335,12.668655,1.102730509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,39,31,top,Coxville,12,12,1,55-500,55,500,25,23,92,1.284039775,23,0.074,0.003217391,-2.492496116,5.65,357,2.552668216,27.3672,1.437230366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,7,38,top,Coxville,13,13,1,82-500,82,500,25,19,76,1.058823639,19,0.0694,0.003652632,-2.43739413,5.34,260,2.414973348,17.463925,1.242141858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,44,46,top,Coxville,14,14,1,PC-700,PC,700,25,20,80,1.107148718,20,0.074,0.0037,-2.431798276,5.33,203,2.307496038,12.35592,1.091875088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,33,60,top,Coxville,15,15,1,PL-700,PL,700,25,24,96,1.369438406,24,0.0956,0.003983333,-2.399753349,6.01,554,2.743509765,37.895945,1.578592741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,23,19,top,Coxville,16,16,1,SS-700,SS,700,25,21,84,1.159279481,21,0.0886,0.004219048,-2.374785573,5.97,275,2.439332694,56.61081,1.752899369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,17,62,top,Coxville,17,17,1,SG-700,SG,700,25,21,84,1.159279481,21,0.0669,0.003185714,-2.496793177,5.43,154,2.187520721,13.085635,1.116794802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,18,32,top,Coxville,18,18,1,55-700,55,700,25,17,68,0.96953211,18,0.0603,0.00335,-2.474955193,5.92,282,2.450249108,26.53324,1.423790285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,2,37,top,Coxville,19,19,1,82-700,82,700,25,21,84,1.159279481,21,0.0621,0.002957143,-2.529127695,5.69,165,2.217483944,15.87032,1.200585684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,28,65,top,Norfolk,1,20,1,Control,,,25,21,84,1.159279481,21,0.0858,0.004085714,-2.388732007,6.37,105,2.021189299,3.171846,0.501312093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,63,17,top,Norfolk,2,21,1,PC-350,PC,350,25,20,80,1.107148718,20,0.0666,0.00333,-2.477555766,6.08,196,2.292256071,3.398248,0.53125507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,3,49,top,Norfolk,3,22,1,PL-350,PL,350,25,23,92,1.284039775,23,0.0784,0.003408696,-2.467411773,6.77,345,2.537819095,26.25314,1.419181255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,25,41,top,Norfolk,4,23,1,SS-350,SS,350,25,22,88,1.217054721,22,0.0885,0.004022727,-2.39547941,6.6,271,2.432969291,42.41001,1.627468375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,9,53,top,Norfolk,5,24,1,SG-350,SG,350,25,23,92,1.284039775,23,0.1159,0.00503913,-2.2976444,6.18,120,2.079181246,3.027772,0.481123168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,12,46,top,Norfolk,6,25,1,55-350,55,350,25,19,76,1.058823639,19,0.0571,0.003005263,-2.522117493,6.69,394,2.595496222,18.6378,1.270394647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabbage,1,1,20,top,Norfolk,7,26,1,82-350,82,350,25,25,100,1.570796327,25,0.0883,0.003532,-2.451979305,6.23,109,2.037426498,6.012162,0.779030674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
